subject,block,awareness,perm_entropy,lz_complexity
10,experimental,Seen,0.983665420175165,0.9942788869788295
10,experimental,Seen,0.9795421079475511,0.9708840896381512
10,experimental,Seen,0.9704516670774479,0.9630858238579252
10,experimental,Seen,0.9722561031486042,1.018973395282879
10,experimental,Seen,0.9724690938789677,0.9760829334916353
10,experimental,Unseen,0.9817633927766305,1.09695605308514
10,experimental,Unseen,0.9827891564095881,1.0384690597334443
10,experimental,Seen,0.983155106081256,1.0488667474404123
10,experimental,Unseen,0.9789993716255343,1.022872528172992
10,experimental,Seen,0.9812968934733178,1.0098754185392818
10,experimental,Seen,0.9772633828088086,0.8825037441289219
10,experimental,Seen,0.9771595300946447,0.9760829334916352
10,experimental,Seen,0.9767864327246075,0.9292933388102788
10,experimental,Seen,0.9794441381918966,0.9747832225282642
10,experimental,Seen,0.973877534683969,1.0176736843195078
10,experimental,Seen,0.9768652925456913,1.0098754185392818
10,experimental,Seen,0.9777942851038001,0.9604864019311831
10,experimental,Unseen,0.9802573402172858,1.0982557640485113
10,experimental,Unseen,0.9746214769978612,0.9916794650520874
10,experimental,Unseen,0.9809074071194359,1.0566650132206383
10,experimental,Seen,0.9779783375550613,1.0696621228543484
10,experimental,Unseen,0.9782288190019135,1.0735612557444614
10,experimental,Unseen,0.9856775814044015,1.026771661063105
10,experimental,Seen,0.981884795893605,1.034569926843331
10,experimental,Seen,0.9791651337336748,0.9331924717003914
10,experimental,Unseen,0.9819244556789658,1.082659232488059
10,experimental,Seen,0.9799053394549622,1.0735612557444616
10,experimental,Seen,0.9818162786246557,1.043667903586928
10,experimental,Seen,0.981311824043686,1.0098754185392818
10,experimental,Unseen,0.9786824387128349,0.957886980004441
10,experimental,Unseen,0.9838990140985027,1.0475670364770413
10,experimental,Seen,0.9773168502148841,0.9864806211986032
10,experimental,Seen,0.9744696267667289,0.9760829334916353
10,experimental,Seen,0.973749405435579,1.0007774417956847
10,experimental,Unseen,0.972556521780706,1.0592644351473808
10,experimental,Unseen,0.9815250640385479,1.0787600995979456
