subject,trial_index,event_name,awareness,perm_entropy_mean,lz_complexity_mean
10,66,Present/Seen/Right,Seen,0.9860306019403661,0.9502588578243071
10,67,Present/Seen/Left,Seen,0.9832801655414587,0.8362979246903958
10,68,Present/Seen/Right,Seen,0.9738596817353522,0.8441875277535125
10,71,Present/Seen/Left,Seen,0.9812411628023046,0.8494472631289239
10,72,Present/Seen/Left,Seen,0.9747087331533644,0.9257134260723876
10,75,Present/Unseen/Right,Unseen,0.9864342075571619,1.0037328341409886
10,76,Present/Unseen/Left,Unseen,0.987320983729977,0.9195770681344079
10,77,Present/Seen/Right,Seen,0.9851502162140747,0.8696095820680007
10,78,Present/Unseen/Left,Unseen,0.977261605375813,0.905551107133311
10,81,Present/Seen/Right,Seen,0.9838117231601561,0.8950316363824884
10,82,Present/Seen/Left,Seen,0.9851434763456831,0.8152589831887506
10,83,Present/Seen/Right,Seen,0.9801809871723208,0.889771901007077
10,84,Present/Seen/Left,Seen,0.9830600705971481,0.8687329595054321
10,85,Present/Seen/Left,Seen,0.9815301320645095,0.8441875277535126
10,88,Present/Seen/Right,Seen,0.9785569210960051,0.9213303132595448
10,89,Present/Seen/Right,Seen,0.9851307489235149,0.8792524302562545
10,91,Present/Seen/Left,Seen,0.9856780958803723,0.8827589205065287
10,92,Present/Unseen/Right,Unseen,0.9847153281709373,1.020388662829791
10,94,Present/Unseen/Right,Unseen,0.9829037156078326,1.0168821725795167
10,95,Present/Unseen/Left,Unseen,0.9870482181582502,1.0344146238308878
10,96,Present/Seen/Left,Seen,0.9848138023188091,0.9888302505773231
